Rank,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Publisher_Range
3756,The Incredible Hulk: Ultimate Destruction,MOD,2005.0,Action,0.26,0.2,0.0,0.07,0.54,91-500
3970,Crash: Mind Over Mutant,MOD,2008.0,Action,0.25,0.19,0.0,0.06,0.5,91-500
4044,Scarface: The World is Yours,MOD,2006.0,Action,0.37,0.11,0.0,0.02,0.49,91-500
4077,Crash of the Titans,PMOD,2007.0,Action,0.42,0.02,0.0,0.04,0.49,91-500
4112,Crash: Mind Over Mutant,PMOD,2008.0,Action,0.22,0.21,0.0,0.05,0.48,91-500
4228,The Legend of Spyro: Dawn of the Dragon,PMOD,2008.0,Action,0.26,0.15,0.0,0.05,0.46,91-500
4237,Crash of the Titans,PMOD,2007.0,Action,0.4,0.03,0.0,0.04,0.46,91-500
4259,The Legend of Spyro: Dawn of the Dragon,PMOD,2008.0,Action,0.19,0.19,0.0,0.08,0.46,91-500
4273,Crash Nitro Kart,MOD,2003.0,Sports,0.33,0.12,0.0,0.01,0.46,91-500
4322,Crash: Mind Over Mutant,PMOD,2008.0,Action,0.36,0.06,0.0,0.03,0.45,91-500
4407,Crash: Mind Over Mutant,PMOD,2008.0,Action,0.11,0.22,0.0,0.12,0.45,91-500
4421,The Thing,MOD,2002.0,Misc,0.22,0.17,0.0,0.06,0.44,91-500
4438,50 Cent: Bulletproof,MOD,2005.0,Action,0.33,0.1,0.0,0.02,0.44,91-500
4575,The Legend of Spyro: The Eternal Night,MOD,2007.0,Action,0.21,0.16,0.0,0.05,0.42,91-500
4591,Crash: Mind Over Mutant,PMOD,2008.0,Action,0.39,0.0,0.0,0.03,0.42,91-500
4675,TimeShift,PMOD,2007.0,Action,0.36,0.02,0.0,0.03,0.41,91-500
4690,Crash of the Titans,MOD,2007.0,Action,0.34,0.01,0.0,0.06,0.41,91-500
4826,The Legend of Spyro: Dawn of the Dragon,MOD,2008.0,Action,0.12,0.01,0.0,0.27,0.4,91-500
4856,You Don't Know Jack,ANT,1999.0,Misc,0.22,0.15,0.0,0.03,0.4,91-500
4960,Ice Age 2: The Meltdown,MOD,2006.0,Action,0.19,0.15,0.0,0.05,0.39,91-500
5074,The Legend of Spyro: A New Beginning,PMOD,2006.0,Action,0.34,0.01,0.0,0.03,0.38,91-500
5092,The Legend of Spyro: The Eternal Night,PMOD,2007.0,Action,0.32,0.03,0.0,0.03,0.37,91-500
5179,Robots,MOD,2005.0,Action,0.18,0.14,0.0,0.05,0.36,91-500
5333,Metal Arms: Glitch in the System,MOD,2003.0,Action,0.17,0.13,0.0,0.04,0.35,91-500
5366,F.E.A.R.,PMOD,2006.0,Action,0.28,0.03,0.0,0.03,0.34,91-500
5404,Leisure Suit Larry: Magna Cum Laude,MOD,2004.0,Misc,0.17,0.13,0.0,0.04,0.34,91-500
5585,SWAT: Global Strike Team,MOD,2003.0,Action,0.16,0.12,0.0,0.04,0.32,91-500
5609,Crash of the Titans,PMOD,2007.0,Action,0.27,0.02,0.0,0.03,0.32,91-500
5610,The Legend of Spyro: Dawn of the Dragon,PMOD,2008.0,Action,0.16,0.13,0.0,0.03,0.32,91-500
5707,Crash Nitro Kart,MOD,2003.0,Sports,0.24,0.07,0.0,0.01,0.31,91-500
6094,Spyro: A Hero's Tail,ANT,2004.0,Action,0.22,0.06,0.0,0.01,0.29,91-500
6476,Crash Tag Team Racing,PMOD,2005.0,Sports,0.16,0.06,0.0,0.04,0.26,91-500
6550,Crash Nitro Kart,ANT,2003.0,Sports,0.2,0.05,0.0,0.01,0.26,91-500
6622,Bomberman Generation,ANT,2002.0,Misc,0.15,0.04,0.06,0.01,0.25,91-500
6626,The Chronicles of Riddick: Assault on Dark Athena,PMOD,2009.0,Action,0.12,0.1,0.0,0.04,0.25,91-500
6629,Ice Age 2: The Meltdown,MOD,2006.0,Action,0.18,0.07,0.0,0.0,0.25,91-500
6664,Men of Valor,MOD,2004.0,Action,0.19,0.05,0.0,0.01,0.25,91-500
6697,The Mummy: Tomb of the Dragon Emperor,MOD,2008.0,Action,0.12,0.1,0.0,0.03,0.25,91-500
6759,Butt Ugly Martians: B.K.M. Battles,MOD,2002.0,Action,0.18,0.07,0.0,0.0,0.25,91-500
6894,The Hobbit,MOD,2003.0,Action,0.18,0.05,0.0,0.01,0.24,91-500
7018,The Incredible Hulk: Ultimate Destruction,MOD,2005.0,Action,0.17,0.05,0.0,0.01,0.23,91-500
7189,The Legend of Spyro: The Eternal Night,PMOD,2007.0,Action,0.18,0.02,0.0,0.02,0.22,91-500
7203,Aliens vs Predator: Requiem,PMOD,2007.0,Action,0.03,0.12,0.0,0.07,0.22,91-500
7709,The Thing,MOD,2002.0,Misc,0.15,0.04,0.0,0.01,0.2,91-500
7724,Predator: Concrete Jungle,MOD,2005.0,Action,0.1,0.07,0.0,0.03,0.2,91-500
7743,The Hobbit,MOD,2003.0,Action,0.14,0.05,0.0,0.0,0.19,91-500
7761,The Spiderwick Chronicles,PMOD,2008.0,Action,0.17,0.01,0.0,0.01,0.19,91-500
7764,Ice Age 2: The Meltdown,ANT,2006.0,Action,0.15,0.04,0.0,0.01,0.19,91-500
7905,The Legend of Spyro: A New Beginning,ANT,2006.0,Action,0.15,0.04,0.0,0.01,0.19,91-500
7945,Crash & Spyro Superpack,MOD,2005.0,Action,0.13,0.05,0.0,0.0,0.19,91-500
7958,The Scorpion King: Sword of Osiris,MOD,2002.0,Action,0.13,0.05,0.0,0.0,0.19,91-500
8000,Fight Club,MOD,2004.0,Action,0.09,0.07,0.0,0.02,0.18,91-500
8014,Buffy the Vampire Slayer: Chaos Bleeds,MOD,2003.0,Action,0.09,0.07,0.0,0.02,0.18,91-500
8262,The Hobbit,ANT,2003.0,Action,0.13,0.03,0.0,0.0,0.17,91-500
8267,Metal Arms: Glitch in the System,MOD,2003.0,Action,0.13,0.04,0.0,0.01,0.17,91-500
8287,SWAT: Global Strike Team,MOD,2003.0,Action,0.13,0.04,0.0,0.01,0.17,91-500
8438,Leisure Suit Larry: Magna Cum Laude,MOD,2004.0,Misc,0.12,0.04,0.0,0.01,0.17,91-500
8443,Spyro: Shadow Legacy,PMOD,2005.0,Action,0.14,0.01,0.0,0.01,0.17,91-500
8533,Crash Tag Team Racing,ANT,2005.0,Sports,0.12,0.03,0.0,0.0,0.16,91-500
8558,Eragon,PMOD,2006.0,Action,0.13,0.02,0.0,0.01,0.16,91-500
8559,Scarface: Money. Power. Respect.,PMOD,2006.0,Strategy,0.15,0.0,0.0,0.01,0.16,91-500
8570,Robots,ANT,2005.0,Action,0.12,0.03,0.0,0.0,0.16,91-500
8602,Black & Bruised,MOD,2003.0,Action,0.08,0.06,0.0,0.02,0.16,91-500
8606,TimeShift,PMOD,2007.0,Action,0.14,0.01,0.0,0.01,0.16,91-500
8693,Battlestar Galactica,MOD,2003.0,Action,0.08,0.06,0.0,0.02,0.16,91-500
8786,Ice Age 2: The Meltdown,PMOD,2006.0,Action,0.13,0.01,0.0,0.01,0.15,91-500
8887,Scarface: The World is Yours,PMOD,2007.0,Action,0.12,0.01,0.0,0.01,0.15,91-500
8922,The Incredible Hulk: Ultimate Destruction,ANT,2005.0,Action,0.11,0.03,0.0,0.0,0.15,91-500
8944,Crash: Twinsanity,MOD,2004.0,Action,0.11,0.03,0.0,0.01,0.15,91-500
8958,Geometry Wars: Galaxies,PMOD,2007.0,Action,0.13,0.0,0.0,0.01,0.15,91-500
8969,Barbie Superpack: Secret Agent / Groovy Games,MOD,2005.0,Misc,0.1,0.04,0.0,0.0,0.15,91-500
9136,Spyro: A Hero's Tail,MOD,2004.0,Action,0.11,0.03,0.0,0.01,0.14,91-500
9175,Robots,PMOD,2005.0,Action,0.12,0.01,0.0,0.01,0.14,91-500
9179,Eragon,PMOD,2006.0,Action,0.12,0.01,0.0,0.01,0.14,91-500
9238,4x4 EVO 2,ANT,2002.0,Sports,0.11,0.03,0.0,0.0,0.14,91-500
9511,Iridion II,MOD,2003.0,Action,0.09,0.03,0.0,0.0,0.13,91-500
9518,Warcraft III: Reign of Chaos,PC,2002.0,Strategy,0.03,0.08,0.0,0.02,0.13,91-500
9636,Crash Tag Team Racing,MOD,2005.0,Sports,0.09,0.03,0.0,0.0,0.13,91-500
9657,Geometry Wars: Galaxies,PMOD,2007.0,Action,0.11,0.0,0.0,0.01,0.13,91-500
9769,The X Files: Resist or Serve,MOD,2004.0,Misc,0.06,0.05,0.0,0.02,0.12,91-500
9850,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,MOD,2005.0,Misc,0.09,0.03,0.0,0.0,0.12,91-500
9947,Buffy the Vampire Slayer: Chaos Bleeds,MOD,2003.0,Action,0.09,0.03,0.0,0.0,0.12,91-500
10067,Cold Winter,MOD,2005.0,Action,0.06,0.04,0.0,0.01,0.11,91-500
10166,The Spiderwick Chronicles,PMOD,2008.0,Action,0.09,0.01,0.0,0.01,0.11,91-500
10169,Eragon,PMOD,2006.0,Action,0.1,0.0,0.0,0.01,0.11,91-500
10303,Dr. Seuss' The Cat in the Hat,MOD,2003.0,Misc,0.08,0.02,0.0,0.0,0.11,91-500
10379,Fight Club,MOD,2004.0,Action,0.08,0.02,0.0,0.0,0.11,91-500
10463,Metal Arms: Glitch in the System,ANT,2003.0,Action,0.08,0.02,0.0,0.0,0.1,91-500
10595,You Don't Know Jack: Mock 2,ANT,2000.0,Misc,0.06,0.04,0.0,0.01,0.1,91-500
10695,Predator: Concrete Jungle,MOD,2005.0,Action,0.07,0.02,0.0,0.0,0.1,91-500
10767,Ice Age 2: The Meltdown,MOD,2006.0,Action,0.07,0.02,0.0,0.0,0.1,91-500
10851,Robots,MOD,2005.0,Action,0.07,0.02,0.0,0.0,0.09,91-500
10882,Barbie and the Magic of Pegasus,MOD,2005.0,Action,0.07,0.02,0.0,0.0,0.09,91-500
10943,Crash Boom Bang!,PMOD,2006.0,Misc,0.07,0.01,0.0,0.01,0.09,91-500
10965,Bomberman Max 2: Blue Advance,MOD,2002.0,Strategy,0.07,0.02,0.0,0.0,0.09,91-500
11100,The Mummy: Tomb of the Dragon Emperor,PMOD,2008.0,Action,0.08,0.0,0.0,0.01,0.09,91-500
11111,The Mummy: Tomb of the Dragon Emperor,PMOD,2008.0,Action,0.08,0.0,0.0,0.01,0.09,91-500
11172,F.E.A.R. Files,PMOD,2007.0,Action,0.07,0.01,0.0,0.01,0.09,91-500
11195,50 Cent: Bulletproof,PMOD,2006.0,Action,0.08,0.0,0.0,0.01,0.09,91-500
11197,Counter-Strike: Source,PC,2004.0,Action,0.0,0.07,0.0,0.02,0.09,91-500
11288,Rescue Heroes: Billy Blazes,MOD,2003.0,Action,0.06,0.02,0.0,0.0,0.08,91-500
11295,The Spiderwick Chronicles,PMOD,2008.0,Action,0.08,0.0,0.0,0.01,0.08,91-500
11412,Ice Age 2: The Meltdown,PMOD,2006.0,Action,0.06,0.01,0.0,0.01,0.08,91-500
11549,Battlestar Galactica,MOD,2003.0,Action,0.06,0.02,0.0,0.0,0.08,91-500
11804,Bomberman Max 2: Red Advance,MOD,2002.0,Strategy,0.05,0.02,0.0,0.0,0.07,91-500
11911,James Cameron's Dark Angel,MOD,2002.0,Action,0.05,0.02,0.0,0.0,0.07,91-500
12425,Barbie Horse Adventures: Wild Horse Rescue,MOD,2003.0,Sports,0.05,0.01,0.0,0.0,0.06,91-500
12783,BattleBots: Beyond the BattleBox,MOD,2002.0,Action,0.04,0.01,0.0,0.0,0.06,91-500
13169,Empire Earth,PC,2001.0,Strategy,0.0,0.04,0.0,0.01,0.05,91-500
13198,Whirl Tour,ANT,2002.0,Sports,0.04,0.01,0.0,0.0,0.05,91-500
13353,Black & Bruised,ANT,2003.0,Action,0.04,0.01,0.0,0.0,0.05,91-500
13577,Red Ninja: End of Honor,MOD,2005.0,Action,0.02,0.02,0.0,0.01,0.04,91-500
13715,SWAT: Target Liberty,PMOD,2007.0,Action,0.03,0.0,0.0,0.0,0.04,91-500
13774,Empire Earth III,PC,2007.0,Strategy,0.0,0.03,0.0,0.01,0.04,91-500
13851,Scarface: The World is Yours,PC,2006.0,Action,0.01,0.02,0.0,0.01,0.04,91-500
13871,Caesar IV,PC,2006.0,Strategy,0.0,0.03,0.0,0.01,0.04,91-500
14020,World in Conflict,PC,2007.0,Strategy,0.0,0.03,0.0,0.01,0.04,91-500
14038,Caesar III,PC,1998.0,Strategy,0.0,0.03,0.0,0.01,0.04,91-500
14259,Earthworm Jim 2,MOD,2002.0,Action,0.02,0.01,0.0,0.0,0.03,91-500
14384,Homeworld 2,PC,2003.0,Strategy,0.0,0.03,0.0,0.01,0.03,91-500
14411,Empire Earth II,PC,2005.0,Strategy,0.0,0.03,0.0,0.0,0.03,91-500
14771,Buffy the Vampire Slayer: Chaos Bleeds,ANT,2003.0,Action,0.02,0.01,0.0,0.0,0.03,91-500
14844,SWAT 4,PC,2005.0,Action,0.0,0.02,0.0,0.0,0.03,91-500
14889,Jurassic Park: Operation Genesis,PC,2003.0,Misc,0.0,0.02,0.0,0.0,0.03,91-500
14936,Pharaoh,PC,1998.0,Strategy,0.0,0.02,0.0,0.0,0.02,91-500
15042,Thunderbirds,MOD,2004.0,Action,0.02,0.01,0.0,0.0,0.02,91-500
15137,Homeworld,PC,1998.0,Strategy,0.0,0.02,0.0,0.0,0.02,91-500
15301,Butt-Ugly Martians: Zoom or Doom!,MOD,2002.0,Sports,0.01,0.01,0.0,0.0,0.02,91-500
15565,Barbie as the Princess and the Pauper,MOD,2004.0,Misc,0.01,0.0,0.0,0.0,0.02,91-500
15598,Red Ninja: End of Honor,MOD,2005.0,Action,0.01,0.0,0.0,0.0,0.02,91-500
15797,Judge Dredd: Dredd Vs Death,MOD,2003.0,Action,0.01,0.0,0.0,0.0,0.02,91-500
15915,Evil Genius,PC,2004.0,Strategy,0.0,0.01,0.0,0.0,0.02,91-500
15978,You Don't Know Jack,PC,1995.0,Misc,0.01,0.0,0.0,0.0,0.02,91-500
16245,F.E.A.R. Perseus Mandate,PC,2007.0,Action,0.01,0.0,0.0,0.0,0.01,91-500
16286,The Chronicles of Riddick: Assault on Dark Athena,PC,2009.0,Action,0.0,0.01,0.0,0.0,0.01,91-500
16290,TimeShift,PC,2007.0,Action,0.01,0.0,0.0,0.0,0.01,91-500
16382,Grand Prix Legends,PC,1997.0,Sports,0.0,0.01,0.0,0.0,0.01,91-500
243,Dragon Quest VII: Warriors of Eden,ANT,2000.0,Misc,0.2,0.14,4.1,0.02,4.47,0-90
313,Dragon Warrior III,ANT,1988.0,Misc,0.1,0.0,3.77,0.0,3.87,0-90
427,Dragon Quest VI: Maboroshi no Daichi,ANT,1995.0,Misc,0.0,0.0,3.19,0.0,3.19,0-90
447,Dragon Warrior IV,ANT,1990.0,Misc,0.08,0.0,3.03,0.01,3.12,0-90
532,Dragon Quest V: Tenkuu no Hanayome,ANT,1992.0,Misc,0.0,0.0,2.78,0.01,2.79,0-90
603,Dragon Warrior II,ANT,1987.0,Misc,0.15,0.0,2.41,0.0,2.56,0-90
1112,Dragon Quest V: Tenkuu no Hanayome,MOD,2004.0,Misc,0.0,0.0,1.65,0.0,1.65,0-90
1193,Dragon Quest Monsters 2,ANT,2001.0,Misc,0.0,0.0,1.56,0.0,1.56,0-90
1430,Dragon Quest III: Soshite Densetsu e...,ANT,1996.0,Misc,0.0,0.0,1.36,0.0,1.36,0-90
1660,Dragon Quest IV: Michibikareshi Monotachi,ANT,2001.0,Misc,0.0,0.0,1.2,0.01,1.21,0-90
1779,Dragon Quest I & II,ANT,1993.0,Misc,0.0,0.0,1.15,0.0,1.15,0-90
2533,Dragon Warrior III,ANT,2000.0,Misc,0.0,0.0,0.81,0.0,0.81,0-90
2545,Valkyrie Profile,ANT,1999.0,Misc,0.07,0.05,0.63,0.05,0.81,0-90
2676,Dragon Warrior I&II,ANT,1999.0,Misc,0.0,0.0,0.77,0.0,0.77,0-90
3069,Dragon Quest Monsters: Caravan Heart,MOD,2003.0,Misc,0.0,0.0,0.64,0.02,0.66,0-90
3111,World of Dragon Warrior - Torneko: The Last Hope,ANT,1999.0,Misc,0.02,0.01,0.58,0.04,0.65,0-90
3726,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,MOD,2002.0,Misc,0.0,0.0,0.54,0.0,0.54,0-90
4524,Wonder Project J: Kikai no Shonen Pino,ANT,1994.0,Misc,0.0,0.0,0.43,0.0,0.43,0-90
5033,Grandia Xtreme,MOD,2002.0,Misc,0.07,0.05,0.25,0.02,0.38,0-90
5604,Dragon Quest Monsters 1·2,ANT,2002.0,Misc,0.0,0.0,0.3,0.02,0.32,0-90
6004,Itadaki Street 2: Neon Sign wa Bara Iro ni,ANT,1994.0,Misc,0.0,0.0,0.29,0.0,0.29,0-90
6519,Bust A Groove 2,ANT,1999.0,Misc,0.04,0.03,0.18,0.02,0.26,0-90
7086,Star Ocean,ANT,1996.0,Misc,0.0,0.0,0.23,0.0,0.23,0-90
8594,Wonder Project J2: Koruro no Mori no Josette,MOD,1996.0,Misc,0.0,0.0,0.12,0.04,0.16,0-90
9054,Star Ocean: Blue Sphere,ANT,2001.0,Misc,0.0,0.0,0.14,0.0,0.14,0-90
9548,Mystic Ark,ANT,1995.0,Misc,0.0,0.0,0.13,0.0,0.13,0-90
11347,Orega Kantoku Da! Gekitou Pennant Race,MOD,2000.0,Sports,0.0,0.0,0.08,0.0,0.08,0-90
12079,Robot Alchemic Drive,MOD,2002.0,Action,0.03,0.03,0.0,0.01,0.07,0-90
13675,Dark Half,ANT,1996.0,Misc,0.0,0.0,0.04,0.0,0.04,0-90
13904,Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,MOD,2002.0,Sports,0.0,0.0,0.04,0.0,0.04,0-90
265,Namco Museum,MOD,2001.0,Misc,3.0,1.11,0.05,0.07,4.24,501-1400
295,Tekken Tag Tournament,MOD,2000.0,Action,1.68,1.51,0.51,0.35,4.05,501-1400
303,Namco Museum: 50th Anniversary,MOD,2005.0,Misc,2.08,1.35,0.0,0.54,3.98,501-1400
312,Tekken 5,MOD,2005.0,Action,0.93,1.94,0.31,0.7,3.87,501-1400
332,The Witcher 3: Wild Hunt,PMOD,2015.0,Misc,0.96,2.0,0.21,0.56,3.73,501-1400
386,Tekken 4,MOD,2002.0,Action,1.55,1.27,0.33,0.29,3.44,501-1400
453,World Class Track Meet,ANT,1986.0,Sports,1.92,0.45,0.64,0.07,3.08,501-1400
541,Tekken 6,PMOD,2009.0,Action,1.2,0.98,0.17,0.43,2.78,501-1400
739,Pro Yakyuu Family Stadium,ANT,1986.0,Sports,0.15,0.0,2.05,0.0,2.2,501-1400
813,Dark Souls,PMOD,2011.0,Misc,0.75,0.54,0.54,0.23,2.07,501-1400
820,R4: Ridge Racer Type 4,ANT,1998.0,Sports,0.68,0.46,0.79,0.13,2.06,501-1400
821,SoulCalibur II,MOD,2003.0,Action,1.06,0.62,0.13,0.25,2.06,501-1400
943,Demon's Souls,PMOD,2009.0,Misc,0.97,0.34,0.35,0.18,1.84,501-1400
955,Namco Museum,MOD,2001.0,Misc,1.73,0.07,0.0,0.02,1.82,501-1400
1017,Xenosaga Episode I: Der Wille zur Macht,MOD,2002.0,Misc,0.63,0.49,0.45,0.17,1.74,501-1400
1053,We Ski,PMOD,2008.0,Sports,0.99,0.42,0.14,0.15,1.7,501-1400
1079,Time Crisis,ANT,1997.0,Action,0.38,0.87,0.33,0.1,1.68,501-1400
1111,Go Vacation,PMOD,2011.0,Misc,0.48,0.68,0.33,0.16,1.65,501-1400
1191,Dark Souls III,PMOD,2016.0,Misc,0.58,0.44,0.33,0.21,1.56,501-1400
1206,Ni no Kuni: Wrath of the White Witch,PMOD,2011.0,Misc,0.6,0.51,0.21,0.23,1.55,501-1400
1236,Xevious,ANT,1984.0,Action,0.18,0.06,1.27,0.01,1.52,501-1400
1242,Pac-Man World 2,MOD,2002.0,Action,1.26,0.05,0.0,0.21,1.51,501-1400
1253,SoulCalibur II,ANT,2003.0,Action,0.99,0.32,0.11,0.08,1.5,501-1400
1267,Pac-Man World,ANT,1998.0,Action,1.21,0.14,0.1,0.04,1.5,501-1400
1325,Tamagotchi,ANT,1996.0,Misc,0.0,0.0,1.44,0.01,1.45,501-1400
1327,Dragon Ball Z,ANT,1993.0,Action,0.0,0.0,1.45,0.0,1.45,501-1400
1328,Game de Hakken!! Tamagotchi 2,ANT,1997.0,Misc,0.0,0.0,1.44,0.01,1.45,501-1400
1329,Namco Museum 64,MOD,1999.0,Misc,1.24,0.17,0.03,0.01,1.45,501-1400
1363,Pro Yakyuu Family Stadium '87,ANT,1987.0,Sports,0.12,0.0,1.3,0.0,1.42,501-1400
1416,Ridge Racer 7,PMOD,2006.0,Sports,0.24,0.7,0.16,0.26,1.37,501-1400
1487,Dark Souls II,PMOD,2014.0,Misc,0.4,0.36,0.4,0.17,1.32,501-1400
1504,Tekken 6,PMOD,2009.0,Action,0.71,0.42,0.05,0.13,1.31,501-1400
1525,Digimon World,ANT,1999.0,Misc,0.56,0.38,0.28,0.08,1.3,501-1400
1589,Dragon Ball: Daimaou Fukkatsu,ANT,1988.0,Misc,0.0,0.0,1.25,0.0,1.25,501-1400
1590,Gegege no Kitarou 2: Youkai Gundan no Chousen,ANT,1987.0,Misc,0.0,0.0,1.25,0.0,1.25,501-1400
1602,Tales of Xillia,PMOD,2011.0,Misc,0.29,0.19,0.67,0.09,1.24,501-1400
1607,The Witcher 3: Wild Hunt,PMOD,2015.0,Misc,0.66,0.47,0.0,0.11,1.24,501-1400
1608,Ridge Racer V,MOD,2000.0,Action,0.24,0.19,0.75,0.06,1.24,501-1400
1635,Naruto Shippuden: Ultimate Ninja Storm 2,PMOD,2010.0,Action,0.42,0.47,0.15,0.18,1.22,501-1400
1640,Pac-Man,ANT,1984.0,Strategy,0.27,0.08,0.85,0.02,1.22,501-1400
1676,Dragon Ball Z: La Legende Saien,ANT,1993.0,Action,0.0,0.0,1.2,0.0,1.2,501-1400
1685,One Piece: Pirate Warriors,PMOD,2012.0,Action,0.01,0.24,0.86,0.09,1.2,501-1400
1710,Pro Yakyuu Family Stadium '88,ANT,1988.0,Sports,0.1,0.0,1.08,0.0,1.18,501-1400
1861,Famicom Jump: Eiyuu Retsuden,ANT,1989.0,Misc,0.0,0.0,1.1,0.0,1.1,501-1400
1917,Naruto: Ultimate Ninja Storm,PMOD,2008.0,Action,0.49,0.35,0.09,0.16,1.08,501-1400
1931,SoulCalibur III,MOD,2005.0,Action,0.74,0.15,0.13,0.05,1.07,501-1400
1960,Naruto Shippuden: Ultimate Ninja Storm 4,PMOD,2016.0,Action,0.39,0.41,0.1,0.16,1.06,501-1400
1975,Tag Team Match M.U.S.C.L.E.,ANT,1985.0,Action,0.0,0.0,1.05,0.0,1.05,501-1400
1979,Dragon Ball: XenoVerse,PMOD,2015.0,Action,0.3,0.48,0.12,0.15,1.05,501-1400
1995,Tales of Destiny,ANT,1997.0,Misc,0.09,0.06,0.83,0.07,1.04,501-1400
2034,Tales of Graces f,PMOD,2010.0,Misc,0.28,0.21,0.45,0.08,1.02,501-1400
2066,SoulCalibur II,MOD,2003.0,Action,0.78,0.18,0.03,0.0,1.0,501-1400
2080,Dark Souls,PMOD,2011.0,Misc,0.64,0.28,0.0,0.08,1.0,501-1400
2090,Ace Combat X: Skies of Deception,PMOD,2006.0,Misc,0.37,0.31,0.12,0.19,0.99,501-1400
2128,Tamagotchi Connection: Corner Shop 2,PMOD,2006.0,Misc,0.09,0.02,0.86,0.01,0.98,501-1400
2170,The Witcher 2: Assassins of Kings,PC,2011.0,Action,0.25,0.56,0.0,0.15,0.96,501-1400
2172,Naruto Shippuden: Ultimate Ninja Storm 3,PMOD,2013.0,Action,0.32,0.33,0.15,0.15,0.96,501-1400
2207,The Witcher 2: Assassins of Kings,PMOD,2012.0,Action,0.48,0.36,0.02,0.08,0.94,501-1400
2244,Pokken Tournament,PMOD,2016.0,Action,0.47,0.22,0.16,0.07,0.93,501-1400
2372,Tekken Tag Tournament 2,PMOD,2012.0,Action,0.28,0.33,0.13,0.14,0.88,501-1400
2409,Tales of Xillia 2,PMOD,2012.0,Misc,0.2,0.15,0.45,0.07,0.87,501-1400
2478,Time Crisis 4,PMOD,2007.0,Action,0.32,0.33,0.05,0.14,0.84,501-1400
2502,Dragon Ball: Raging Blast 2,PMOD,2010.0,Action,0.42,0.2,0.11,0.09,0.83,501-1400
2521,Tales of the Abyss,PMOD,2011.0,Misc,0.42,0.19,0.14,0.06,0.82,501-1400
2538,Tales of Destiny II,ANT,2000.0,Misc,0.06,0.04,0.66,0.05,0.81,501-1400
2593,Tales of Destiny 2,MOD,2002.0,Misc,0.0,0.0,0.8,0.0,0.8,501-1400
2627,Naruto Shippuden: Ultimate Ninja Storm 2,PMOD,2010.0,Action,0.43,0.27,0.01,0.07,0.79,501-1400
2673,Dragon Ball: Raging Blast,PMOD,2009.0,Action,0.37,0.19,0.11,0.1,0.77,501-1400
2700,SoulCalibur V,PMOD,2012.0,Action,0.35,0.24,0.07,0.1,0.76,501-1400
2708,Taiko no Tatsujin: Tatakon de Dodon ga Don,MOD,2002.0,Misc,0.0,0.0,0.76,0.0,0.76,501-1400
2722,Dark Souls II,PMOD,2014.0,Misc,0.48,0.2,0.01,0.06,0.76,501-1400
2764,Ace Combat: Assault Horizon,PMOD,2011.0,Action,0.3,0.16,0.22,0.07,0.74,501-1400
2786,Naruto Shippuden: Ultimate Ninja Storm Generations,PMOD,2012.0,Action,0.27,0.25,0.14,0.08,0.74,501-1400
2797,Dragon Ball Z: Ultime Menace,ANT,1993.0,Action,0.0,0.0,0.73,0.0,0.73,501-1400
2816,Katamari Damacy,MOD,2004.0,Strategy,0.47,0.02,0.17,0.08,0.73,501-1400
2833,SD Gundam G Generation,ANT,1998.0,Strategy,0.0,0.0,0.67,0.05,0.72,501-1400
2853,Mobile Suit Gundam: Encounters in Space,MOD,2003.0,Misc,0.05,0.04,0.61,0.01,0.72,501-1400
2934,Mobile Suit Gundam: Journey to Jaburo,MOD,2000.0,Misc,0.16,0.13,0.36,0.04,0.7,501-1400
2957,Mappy,ANT,1984.0,Action,0.0,0.0,0.69,0.0,0.69,501-1400
2958,J-League Soccer: Prime Goal,ANT,1993.0,Sports,0.0,0.0,0.69,0.0,0.69,501-1400
2962,One Piece: Pirate Warriors 2,PMOD,2013.0,Action,0.0,0.2,0.42,0.07,0.69,501-1400
3027,Taiko no Tatsujin Wii,PMOD,2008.0,Misc,0.0,0.0,0.67,0.0,0.67,501-1400
3028,The Witcher 3: Wild Hunt,PC,2015.0,Misc,0.2,0.42,0.0,0.05,0.67,501-1400
3068,Puzzler Brain Games,PMOD,2012.0,Strategy,0.0,0.0,0.66,0.0,0.66,501-1400
3086,Gods Eater Burst,PMOD,2010.0,Action,0.03,0.0,0.62,0.0,0.66,501-1400
3092,Taiko no Tatsujin DS: Touch de Dokodon!,PMOD,2007.0,Misc,0.0,0.0,0.66,0.0,0.66,501-1400
3132,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,PMOD,2008.0,Misc,0.0,0.0,0.65,0.0,0.65,501-1400
3145,Dragon Ball: Raging Blast 2,PMOD,2010.0,Action,0.49,0.09,0.01,0.05,0.64,501-1400
3203,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,PMOD,2012.0,Misc,0.0,0.0,0.63,0.0,0.63,501-1400
3211,Mobile Suit Z Gundam: AEUG vs. Titans,MOD,2003.0,Action,0.0,0.0,0.63,0.0,0.63,501-1400
3237,Namco Museum,ANT,2002.0,Misc,0.48,0.13,0.0,0.02,0.63,501-1400
